address,originCount,TotalARBVolume
0x2fcf1d0e6e437a339c2b42da3539cee05ccb972c,62,98999.99999999991
0x2db8c9bd0d9c08b6921be65786028aa185b96b65,61,53375.000000000044
0xe80c825641844f299c6094653f1e8d30a48bb592,61,55875.00000000003
0xee8264ced1101c11cde813c0a559dd9463c94b2b,61,96249.99999999996
0xc131db078bc177a747cb66353b733ccb46e5a3c6,61,80500.00000000003
0x740e5f8abf7d2e2b5cf71582707e66f177d9c413,60,59249.999999999985
0xba1dd0d124231e6e059ff2f08a50af100c51679b,60,132000.00000000006
0xc9cfcd8d7562368f3e5ced26ceba91628e93bf06,60,68000.00000000003
0x0d949fc6622807ac0be2e3229a7371e80162065d,60,62942.00000000008
0x30c2199d17a74d598f1b66099ea184d22ece7026,60,93500.00000000004
0x81d55876e362633003b857c54d454e44db409267,59,72875.00000000004
0x8cfb6a2ab8f85ba73faad16013670b72044878e0,59,43000.000000000044
0xb56af289220f7386997174e30394ad78f4acb5e6,58,43500.00000000004
0x11f075af71d48d1888cb469edbfff7ccd3eb418e,58,50750.00000000003
0x493969ba3897f12cfbdd093352213c0085f72a69,58,36250.000000000044
0x617a97e19b947fe22c0ef5438dbdaaf4e46b4446,58,50750.00000000003
0x48994b6b7c369fd7374ae0e0d7d8a4fe02c47b76,57,71750.00000000009
0x588f133d825e37b005969b47cbc6c0e17cb55f9f,57,104999.99999999999
0x8bdc389c754f451277d36066f93f7f55d0bea2ec,57,53375.00000000001
0xc532a14175525a7aec9a71e0b5eeca625464bbed,57,62375.00000000004
0xb235bf4b17e368ba83901ce93278889bb95afc5c,56,61250.00000000003
0xe1bc4c18c2687f16a89002801e3b18ef38194fcb,56,35250.000000000044
0xf12930c45e244edfd68b0bebb83275b319507f28,56,35000.00000000004
0xf6f9d8e160505ec34a72db102fcde31ccfe925fc,56,49000.00000000002
0x2c5e22745f6c0ca854461f05b2563c489bf18180,55,49875.00000000001
0x2c87813654d6ee0e9d7e404f969f9f236ecba891,55,64750.00000000003
0x759c2945a111e2e4f887a7324a8350f30a1263e8,55,76700.0000000001
0xb694be26110416deff274887da497561fb131bd0,55,48125.00000000002
0xc5d70423d7251ac36253fead23c3743442f39a5c,54,63500.000000000044
0xf5d9ea5741764a04b84f0e13791d0b58839c37b4,54,33750.00000000004
0xd95c17fbebab169d2c5085239d4e13b879d430a5,53,53499.999999999985
0xf0a63af4c25d68f678e746d1136abc3912757a6f,53,50125.00000000003
0x77f7f069b3ee6a2230c1565db4a501ba98cb7778,53,84875.00000000012
0x9e0f4d55e11d9f02c955c78194423d38231c2844,53,46625
0x4d0453f779862dffdda3d67a22e2ce08a4ce9b4f,53,67375.00000000001
0x5efba283c7de487823be3233833878fe1f36d24e,53,116374.99999999999
0x222db1e3abb6dc772e5dbdbe5ae553e338666666,52,97750.00000000013
0x68b846c5f508764f35d110ba94733767a787e659,52,56250.00000000003
0xe7f12cdcb2f6017db1f874352921ae7dd0648e50,52,42125.000000000044
0xefcfc2c20068de334396c8d05d2a16a87cf3bab2,52,89124.99999999999
0xf3409d98f3587d74429704da953e9bd29a14c220,52,45500.00000000001
0xa509ea3ee3100f2c307cf27823c1fb316c3093e1,52,239375
0x69eaec60316191ad35cd5d841be2897a5243517e,51,1513544.9676104467
0x1a68acb7dd147098e469df3e342cca0a43a9445c,51,56875.00000000004
0x5c6e3a1937ed767a0dd763e585d66c22d9a46931,51,48625.000000000015
0xe9ac3ab3f97612facff307415c68dd5fb7973fa8,51,44625.00000000001
0xf6c180fef1200135ec0d62ccae2ca6923dbf0070,50,137499.99999999985
0x71e53b00a198fb08beb982020cc00707fa4f4364,50,149250.0000000001
0x728f3de7e09dbecc8ca236d47b5e0be8478429d7,50,80500.00000000003
0x745b8e12698b852f067a5edc661adcab0a049428,50,107500.00000000006
0x99ab0806c317f22ac144491ae42ee6ea19bc9fad,50,76840.77026200003
0x9aa79498283d84ab3eb175ca7b8dbcdc65fb50fc,50,80250.00000000009
0x159fd83947db5bbf16832696e237b85638b650c8,50,80250.00000000009
0x30bfbffb4a7079c3c96b034d3de3d58e4246835c,50,31250.00000000003
0x62ade07ebc13a53d58abe68e99fc9b48ca69e8ac,50,91000.00000000001
0x2687e7968c9417b3bf3ba5320d0a44d602f73ee2,49,30625.000000000025
0x3a0325d22349a8250317cce0e95a2ec3e193dd98,49,107500.00000000003
0xe35662da22e76e916a9250c31b244b71c164f0cb,49,37625.00000000001
0xf31b471363b3e2f8660df8126b9549dd888091f1,49,31125.000000000025
0x7e5e8574357d99435a4b97bcd5c79c4115f0727b,49,54499.99999999999
0x8c9f99e8a12a34df427a49c45c52ab738864dd05,49,142749.99999999994
0xb20958c84324fac5c1bac7b00569cc824a74357c,49,102125
0xbfaf7f234cb61cd300fcfe7c8ed803757bedd834,49,61250.00000000005
0x7cf6daad41496469662d410d761aa7795978eab4,48,79125
0x32bfb07ecb30697b2b1d5de43a3a05950670b16a,48,85249.99999999999
0x4fef038873233152294e1f4f3f2d3db41a147bcf,48,43875.00000000004
0x5b97106fa5d8686a447b3bc6a98fd0fba35dd314,48,65000.00000000005
0xd5c09e793c55b513c22c925fccba63d30af357ce,48,30500.00000000003
0xe911707b2c05a8025824389757928a0e352fea1a,48,34000.00000000001
0xf000854a9e913ac5d70c2741f8b38eeb8eee46d4,48,30750.00000000002
0xd82b9d6a67b9fce3f3db89049e7ce2e9736f79b5,47,44750.00000000001
0x0df71685aaba744a1a6795c10e4ed190a972cc3f,47,53500.00000000001
0x181577029fa981140392000a4015fbcbcc2ef8e8,47,54700.00000000002
0x611b7f2fc3707c2f774be393a4b431e8e7310425,46,41250.00000000001
0x7069d2388cc363a6f6db6d53cedf4f4fe9c91b92,46,36398.02823863285
0x88974f040d135c7a1f345809f970390b5c8d5471,46,53375.00000000003
0x8ecfaf94fc5c4d52ce127bfd4f843cbb4f2816b0,46,58500.00000000005
0x937aae4abb644b25511ad3682b9afd2d1c92441b,46,40249.999999999985
0x9ad7fa95277d8a88f32caba86c7a88ffcfdbd314,46,69000.00000000004
0xaeacf91f20bda76a243a14188846cf608cfa8c10,46,30625.000000000025
0xb76f7bc9f2cd63910e34f24960063f2976dffdee,46,38000.00000000002
0xde1023e5ddf97ed5b5d487dbeedb130864d1cd9e,46,29216.250000000022
0xfa327739015181794022ff48526e16fb81a894da,45,75750.00000000003
0x18cd0820c0a1251af7f1ec41f3857d84ad311a89,45,28125.00000000002
0x478cafc1bf482ba4b4bfff2500cbdf3a9423ea61,45,93574.9999999999
0x5076d649d08cb9673a6d6ff758eb2ab01fdfc88a,45,29500.00000000002
0x0e99a2aa6255f82c2910d2fd0d9e82be0b17861a,44,97999.99999999996
0x1b299e444141b27f17681f68fd9ca4738d022fb1,44,81500.00000000001
0x264f41aaf9be96fff816209ffd479ee2791e78e3,44,55124.999999999956
0x3ed51228140dc85661c4a4b305b9855474557c4c,44,70250.00000000001
0xd94d32ebcc1d116632015d27ac856c6cfe46e710,44,62250.00000000004
0xf39c7a78b5684703f55d60f5a7f98042ca8e056f,44,74374.99999999999
0x8b8cfd8316b57cc2dcf4b6ba56d807b59222586f,44,121000.00000000006
0x997a799f8b9871f349a4ffb8b0243f6b6e9f9659,43,460653.55563580064
0xa60f78cba5fe4ae8419e578bdf306f42b68c73fc,43,28875.000000000022
0xa63874715ce72e24ce3d47eb30dbb188a9b59cbe,43,34875.00000000002
0xb6a927e263bbf0d39daea61e4c419734cf0b1f62,43,52375.000000000015
0x1488a58ab28dd42e9d3433f1e662cbdd403900a8,43,82500.00000000001
0x3cc3acb2da0ee074dc579f9a89ba543a435a00ec,43,83875.00000000003
0x42bfebf247c45492d24f2ff2b7d4100f67ac7e6d,43,37874.99999999998
0x42e669fe6cff11b564ea8f05e646c9db892aa715,43,46869.99999999999
0xf89ac0220d9538db9c60792356b1a1133d136449,43,86750.00000000001
0x6d6edd2130b32319a8dc853f98a8e24a8cc47d0a,42,36874.999999999985
0x6e582a2c9c5eba2c27f9d323d94c503e01ff22aa,42,80749.99999999997
0x7a82b3d9d5cab51abeadfbee780f0c95eb44aba9,42,27875.000000000007
0xc16db8155e51c172ef3f151b71e33e597ce319a4,42,241500.00000000006
0xc19f7ba817375d0251e1810506954d042e547f95,42,122500.00000000007
0xc49f8a271dbc44f140868202823f193202e40245,42,84551.8946721621
0x224d22ff793bc883782562e8d7d25fd0da280317,42,55750.000000000015
0x22fb5572664a4c517ea07ff9f1e60f6032b9e12e,42,36749.99999999998
0x1594cba624c4f24edd8b88baf5f5809d1de6a44c,41,57125.00000000004
0x24e85f6d92cfc37ebba7d6b158c860de00b64a98,41,45625.00000000002
0x2c91086aa287bcc49599331671e64f33bd6d4189,41,35624.999999999985
0xe8b17cae09c8b395d328a7c1b1ddf647b8ca8752,41,63750.000000000044
0xfbe35344f980b43150f390dcf0b1ef769b011f7a,41,37500
0x9ff011651d96c3c55157791ffbcae301312bb2a4,41,35874.99999999998
0xc5514eec611e83d0e8650a077a6037284b2b0140,41,28125.00000000001
0x7c7d4f460eb5d3a49b18b4a55a56466f8a4ebf6b,40,61614.000000000015
0x823f070695fa27a5448e0a607fa726a7027373c8,40,44250.00000000002
0x9305fbcc1a3cbb0ed50d5182dbe359388f1421e5,40,69999.99999999996
0x9a3cddca0ea7b5d59866dbe51732a95c614589c6,40,36650.00000000002
0xa4bbdbba2fa76c5560be77fee504e09fdf486388,40,25000.00000000001
0xc704cb3e3ac44073622fc2852e7438b5da86f4da,40,66375.00000000003
0x116005213ac99e2f47f32724534a2b5b0a20a46c,40,35624.999999999985
0x3e71b04be35a6568dfb9b4559ef6eff0951817bc,40,36750.00000000004
0xe6d0401943139fe6234995041f01121ce557d84b,40,44399.99999999997
0xf3afb1079f1023a484c9ed80e8b4696bcd34500f,39,43125.000000000015
0x7d4c7ca61a304e48d01a65d2baa017bfaa775e28,39,38874.99999999999
0x3427e4b058ad4128a2b4d5b71570775e96ffe4eb,39,46249.99999999999
0x4a8d355ac4583970c6eec5d841e41a958700dd2d,39,25125.00000000001
0x4f6ae1e1565dfc9b847d4ef5b186d0487db0248d,39,34374.99999999998
0x0481f5afd737c5605bfc333d57538640ee0a9528,38,61375.000000000044
0x3571ded4de6dfa0b1b9f880dab3f99b91709c293,38,32750.000000000004
0xd393de6d6891ab0895f24fb0c056105aa80b3986,38,54500.000000000044
0xe76cf0df24101617ff92e7b02975bd469057d69a,38,33249.999999999985
0xea1ea22b5b1252ff05bc3dfa630381e72b87f002,38,33999.99999999999
0x792db1912ffb4feed8559189a6cdd10d853e1b13,38,594625.0000000001
0x92d083d1d7fd2f4c67e422ad18e21a05fa0ab33a,38,38000.00000000001
0xbb3ed0775593fc172dbf1176b0d2e38bb325436e,38,41949.243068779666
0x8755f830cdf94ed1e0f0394b2319c006a289c11b,37,44750.000000000015
0xbf71046feaf8e76bcd1ba94aa181c80badc0e31e,37,35999.99999999999
0xcb566d3b4a210653d6190006ea4eac7e21c7fe07,37,32374.99999999998
0x02ad96441975db106d7b5c47f7fa0fa84a4fcbd8,37,57125.00000000004
0x25a446c6cdd3ae7d125832a2768aa403fdfcbe72,37,89000.00000000004
0x63095ce68ae2f6dc0a3e068d97f2d392c51ebd06,37,80874.99999999999
0x65ff037fb544b5bea3c716a9a5032dfbef028b3e,37,25125.00000000001
0xf1d968251fc105da8c42945beaa0af7486340af1,37,34500
0xece1182d33bf20b6856c9762ab345b3a44ebba98,36,28249.999999999993
0x7fa0f86174cd966b0c6d8c8d56e5f356db6bff0a,36,46455.48649629063
0x8d784a826473458bde75a568532f7e367ab9f9f4,36,45000.00000000001
0x96ad6be504d153a25d41a476d5202425e85135fb,36,23055.000000000004
0xadc9c24c92dbc2c7430197c7be92a444adc40606,36,22500.000000000004
0xce0e7cbfe11eb6db2c93c304ef7e4987ca4c3856,36,39500.000000000015
0x0b43b563d0e381fc6f09664ddaeb002e5abd6716,36,45250.000000000015
0x1018812668500760d0b888c189f6688f9f9d222c,36,50000.00000000003
0x4eeb1f0ba804227651dc609c1e2c61891390ae9b,36,32499.999999999985
0x5d9c313ec7a7b109745458b710b3246a5ff7634d,36,39712.69829999999
0x60a08d9c381a0a11b835aae3a6466fe1fb827eb3,36,41375
0x64d82dd4eafae41f2fec581e112eb5dcf845fd7f,36,52424.99999999996
0x1b5e546f5a13200072a528566a9dbd90ecf39ada,35,40163.03829399616
0x60f70c511561aeb048ebf879cf663bd5b540e6d9,35,78500
0x624ed3c401d58bbbc18b119173695e7c5223ab53,35,46374.999999999985
0x79a0b296d04f3e5d42f3b9cc3055c2d29ee4b2b5,35,55875.00000000004
0xb3b5ad960b78ca942a231f5d0cd2425d877ccfed,35,49650.00000000001
0xb578cfa6148ff3c574c15a6ed7e450e161e00b90,35,82538.99999999997
0xc8b0530a7601f53e4fe741fc4375329940e24cac,35,36750
0x7e18b27e60676f484005526126fcfe63afbc6ba5,34,52750.00000000003
0x7f1ff1a6dfd6067f87dc1c4533d121767eaa6b18,34,32375.000000000022
0xa8083215331ca329c35cf41f08e14176f8fe1238,34,23625.000000000004
0xb13658c3e041c084b929514e8424b907d340b24e,34,29999.99999999999
0xc7237933592e34bedf96c1cb278d382b1dbffe34,34,77749.99999999999
0xccc72bdd67ec8ac8fc8509e6f1fa0321722354fa,34,61500.00000000004
0xd199102c8715c33cc7b2f197ff63aaad7d00e191,34,53342.000000000015
0xe3ac2d483fdf738e899ea034606aa6c9de54a79a,34,21750
0xeaef143ce89cad5fbd686d045cdf423adfcb720f,34,83500
0xf18c023d74c396fd41d7c185913b13248329189e,34,64374.99999999999
0xfd29e730b99c407226afc3b72e8da2f20b30bebb,34,84250
