address,originCount,TotalARBVolume
0xc0d59dcd434347b616e57a3bbecfac3592087a3f,12,22625.000000000004
0xc12065f17ab97a04501324142e31928abbe5be4c,12,22265.436113380216
0xc244e9c5e49e31f0e411121c673ba1f791692f7b,12,15624.999999999998
0xc28d48e368e586b27ab6327b26f166ecc8204446,12,18498
0xc41b33ce8057433dc51e041ab36794a48535c163,12,10250.000000000002
0xc5d9f7f1c46cc2f88958c14610475dc8a07a64ef,12,10500.000000000002
0xc62fca44dde1b21290f735c04c35e0a4ed0a8f29,12,7749.999999999998
0xc6fb40c9929a7dde6142ca1e744cc30008ecd2c5,12,21999.999999999996
0xc841b289918a1a7559263bc4c78af1ed15dd49c4,12,18999.999999999996
0xc96d07d91e167949a8e14070215c5911dc179614,12,32855.00000000001
0xca15f7f2f5d3c99cc5a6588d1a9a00ff514b764a,12,37299.700000000004
0xca58998ed2b8894b2dd370f5c454e792b07d47fe,12,13744.999999999998
0xcaa511cf114941703d24a5a7158612f9ba470f20,12,37000
0xcaaae40096a4d1b211d0495bd147c4904bd33d9a,12,105541.34339267397
0xcba32b3c297e2b557b5973731b7cdbb8656dfc4d,12,7499.999999999998
0xccb4a8f6c300016d439a601ed128e82fa024aa0f,12,12875.000000000002
0xcd27cc8c51a9a34c414f1b72fd67d1eb56ac2fd8,12,84625
0xcdac1a9795a5c41309e1c859d2c2f23248646c6a,12,11124.999999999998
0xcdb18caf9e04915b039b29c2a0a9754ad8770199,12,15999.999999999996
0x6912fd714f114d1debf84a7e6acf0b413ff77f6d,11,17250
0x69d13bae412daf47d6b1466e1766620e22440e2a,11,22998.999999999996
0x6ba3879bb0656085ea193a4ca676a3e508b4bbf0,11,28750
0x6d91e956150702e583b106fb1e308f3085ab139f,11,18750
0x72664ed5f26f0a6a2c8d2c0913bd3ccc55f4103e,11,6874.999999999998
0x7278deaa6b74cd805ff63fd4d71614cefd010d69,11,24500
0x727fc9998299693419fbe6d0cbf7bb0cd9f837a1,11,7124.999999999999
0x72cde6c4754b0cb8f3b636e90a749a5e59f21290,11,13749.999999999996
0x7326357e2b2feb661f9961bb897944045dc63ca6,11,20250
0x743f502d1534226464f42569cdcde7ba14118be8,11,12250
0x746d78739f9504283ee4f4d792b443f03c0f8b3d,11,35125
0x780ded8be30107ab20cc2e1fd84e7ccf19e90d9d,11,7624.999999999999
0x786b9234de72dafaa9f2d391fa48cce832f89e7d,11,21399.999999999996
0x79429b2cfb51e790e3d84eccded5e33a79feed68,11,13499.999999999996
0x79664beecbe9e11aa2c0a848b93560fb9093d035,11,8499.999999999998
0x7ac7398fbf5b495bc4e7683600586c6bfd84e80c,11,9750
0x7ca9cb2d306643123cafa5087f50a1b6e0b3c352,11,14749.999999999998
0x7cf196415cdd1ef08ca2358a8282d33ba089b9f3,11,18875
0x7e5d8de662e3c4ed49f3cdf16f58e89f6d98e0f5,11,11000
0x7f32f281edcbc35b03bccfb4dca33d81903523c2,11,11499.999999999998
0x7f7dfbfc6d552730fd393effce2e26d7e77c7ea5,11,17875
0x7fbbbba1106d17247b1b2b3b76d91b0947f75e08,11,43718.80834455387
0x8095f3083b7c8be5ffdcef6e8f8b3e9e4fe5dba3,11,20250
0x80a2ee7b55dd0910e0087b3a80f5f5fded666666,11,16875
0x8112f3ed5f1f35ffd78207711e41fa7243a309ed,11,29740
0x813d1419dcbd48e31ffd154916255953b486e19d,11,26999.999999999996
0x84830246ece02fa8713f7b93a1aa39ef04f7bf65,11,12749.999999999998
0x87ad69340bca6a160e3bcda35ebab31acaedf69b,11,45750.00000000001
0x891d397986be0ea2f3c9a528f858da0f8a232978,11,18729.979
0x8dc0b487731a0bc8f742baf7b6b1da60e453f98c,11,9125
0x8dfc7e7e951999197fb36d05c3ffd8da96af30fd,11,33250
0x8e76aebb0ead4362f7cec6f0fcb6b01b9577b64d,11,6874.999999999998
0x8e940e1bcbb7ac7059e41ba3e101c2f08d745d83,11,6874.999999999998
0x8fc796601adeb2798fab056a494af2f516eefa41,11,9985.000000000002
0x90655636900a815c94269580f7ae0f5e93d06359,11,9625.000000000002
0x928b0be3fac0e9ee9d808bfa5c2f5f03145b8680,11,26500
0x97a51a3b502cff00f540ea549796560592f2805f,11,6874.999999999998
0x9852262a7d6a336274385f18481821469e97b526,11,9750
0x9a253fb6686759a87bd1b0f8e2d75c0cf430165f,11,31500
0x9c4a22d8d6ed3445b15e980d30a538a808d64ed7,11,10750
0x9c6d5640dfaae6d4b4598db0e66cd6ae8b05cfbc,11,19625
0x9d7a0994c8757b02933d6a5ede47be9bbc41e7c0,11,6874.999999999998
0x9d9cd7564a569ea43e194505f60d03ce51f1a5ca,11,15250
0x9f50a76528419aa272aa0f48c0adbd8dfd836aa3,11,17450
0xa0083db75379c38c98b3e1a2dc5ccdef15e0a1e7,11,19750
0xa0ff06d9fbdbc70dac25cce5517ae368a939b0d9,11,25000.000000000004
0xa1f7dd7b521cac8bbf1d3f7e733b215fcdf0c433,11,17250
0xa2b79bee3f3f5eac8a9051c7584a8c62353ef96d,11,20000
0xa2c73f50045371fa471aad906dc2dc93f32942eb,11,7124.999999999999
0xa32b037d6b9985f0dc873db1835b098f3bf5c674,11,31250
0xa342a421473dd99e3beff276150e7c2d5f4e578c,11,17000.000000000004
0xa3445fac645baf0a2d67c3be6fdb159ee749ba39,11,9124.999999999998
0xa4d4910d551f1c80bba7252035fbfd095dd3b12a,11,12875
0xa57fd6c106a8c401c558a593ab512e3876c3a8f9,11,15999.999999999996
0xa657e42729de8f8413db681087036cfa81b1b495,11,34305
0xa68f8d388cac958b7e8b7f1d82fec284349fc830,11,12375
0xa90bfff9b2b434e84316693f7335787afb4efa48,11,12374.999999999998
0xa93ed15ec7bcfe17c0d7d68a0c78e2a39027fd0b,11,14375
0xa96f615adc52c09c7785ee352049c48a3667cd97,11,12499.999999999998
0xaacb64f6fb8bdd5b5fe76389df105fef5a129e76,11,12249.999999999998
0xab6852887519ed789fee40df135fb2d009f832c2,11,8124.999999999999
0xac9b5b5308e915bd338534f49c63d89586ecbd05,11,15625
0xad1542054e32a8eeabab4b7b6aa96866705668c1,11,6874.999999999998
0xae7b660543fec89edbe63a5219720ec8fe5ab68e,11,10499
0xaf180eca9f82f96b2bbc4e1d08e82bc346f7d511,11,31350.000000000007
0xaf6a6bcf03bed3eb0671bc35a4b8861d7dbff06b,11,6874.999999999998
0xb2430f77d9f1ce79688d0676817ed46c5a248e23,11,29525.000000000004
0xb279a11cf910adf7a317c64be94ad9853a03bc74,11,8249.999999999998
0xb2adb0cbd963a6ac34193d9add183abbbb00a559,11,15624.999999999996
0xb2bb6d9ae584ca54f1fa98860bd31a307ea460ac,11,9625
0xb2df825e903759620b19cacb61f61867c03cbb02,11,19739.000000000004
0xb2e4f1d76433f779e00bdc2b6de1255cf926edfe,11,13249.999999999998
0xb2fbe30735c60fc46e14f57398cfb610bea11f09,11,8575.000000000002
0xb6e17047ab210e47f3126779fbedef39c3d2db36,11,17375.000000000004
0xb8659db384835872ca3520b0e85507d6a0c5a504,11,15875
0xb980396b0905a61fd29dc78255a9a0ab05ff98cf,11,40374.99999999999
0xba7698149acc25fe2750be9a063baace93bbcb5e,11,24624.999999999996
0xba87625e35cc8f86be68f09c43c12deb0a705a3d,11,16249.999999999998
0xbaf17e4ff39ca78eab9743e26f6aa573610cce9a,11,11000.000000000002
0xbc06d08591c5f82bcdaa0ae8ba18235a3680bf63,11,7625
0xbf6a1c27de29ea83c3f6c6ee67f58659a5dfab59,11,14999.999999999998
0xc03fa06b0cf338cf7c5779c3d488b3b6c6de4a75,11,6874.999999999998
0xc0824dfd260a7debea3fe625b0e74f1210a42dc9,11,19250
0xc24fe63f2020d94dfd3c23c32d069c083926e1f4,11,15040
0xc3c72cb370a9a68526f136a7805b051327a3ef1d,11,7874.999999999999
0xc43fb740371ebc054f6e339b4aae54ba474314de,11,8625
0xc49cc2e64f3cebf3c1e94d2521ae6e37146ae11f,11,9616.953722697684
0xc4c2ad4f71fc81f0e0473a97f925b107f8431632,11,7625
0xc5469ff1027da1f57c287a197bd20467c6a94c97,11,8625
0xc5a39cbb7e734dc77fde6d633fe537e76ab2fe2b,11,12375
0xc5f45e93c3d3298b39e3f7a6d799c32c940aa825,11,7374.999999999998
0xc7784f625f0c0a58e883d9f50110b56214ef2c8c,11,13499.999999999998
0xc799a040cc5b747bda71193d2e5687d7cc512800,11,12375
0xc7ed39beb29727e4346089bfd082ea5e36b00bbc,11,48750
0xc80e3b5a005a3e1e87777b0e14f72f4d37e8b78e,11,9748.999999999998
0xc88ae86c0b17697d109709ad29b9a76b59e19591,11,9625.000000000002
0xcbe10c431c5a9808a941621dcfe1389dceb3f23c,11,20125
0xcc340bbf40eb510519426c8fb017b741ece47054,11,13875.000000000002
0xccdc08484bb52cfbc73c8288858e406776424b2e,11,13500.000000000002
0xcec9cc3d817bce1f06f99ea922f35a13de515535,11,23875
0x015bd7a6dd1a20eac06f5b53bb30680880ba9b44,11,28300
0x0188771c60af6f0e4f3c579d43ed441dba109d99,11,44000
0x019712e01e25a3dee2e11dc8a8de84afb0015401,11,9625.000000000002
0x03e426bbd238b943c13511fdc77de4fd9620e6d0,11,8875
0x04f262c14de7993ab2db4fb6d326e50236e8ff5d,11,22749.999999999996
0x04f687baea076122d69dbed88d6785f2c6843686,11,17740
0x0516c2cf358a991170d2096d06bc3be97e145c95,11,10625
0x075d184dd839ddf0d6e465097653f367d08684c6,11,10425
0x0790a16687fd765cdcfc00b1122eeeb2c8052544,11,13749.999999999996
0x08090bfad5ab0fe669724a01a6a6ee7293cd691f,11,32464.18483340282
0x0933abf6fcc08829d08878412758585f96098473,11,14749.999999999998
0x09382e9bbdf4a47d48d83d56857704cf6fab1f82,11,21500.877404892686
0x0ac5c115224b0e5c0f17021db668491db3e99ed3,11,10875.000000000002
0x0dc3fd1af7b65413f651caf63028024835b3267f,11,21140.000000000004
0x0f1475b62a108748170fa10f830aa9c1fe65880a,11,19000.000000000004
0x0f1b34debc9912cc3f7b8c7c3fca5f5be54a008a,11,6874.999999999998
0x0feb934e1631c8ff78caf9b73f03150af46cc9ea,11,15875.000000000002
0x1011f125ac7c7adc16bde1d8bce8d28ef8ef590e,11,19000.000000000004
0x1271f0dd4fade423f3ee20b115b4c39cdb92c3c9,11,16374.999999999998
0x1369c473ab32ff3c48b7a1bde1a947cb0388e44c,11,20250
0x176df6027e3dc497bf40d874a8945ee028b59b9b,11,27750
0x178112650ca87a501419ad9d6b5baf334af0ec53,11,29374.999999999996
0x1868c604d6442cbc19a2bc61edad1f603360e77a,11,19250.000000000004
0x1874fc5f915aa9fd24c379fe7f9ec40607cef78a,11,13749.999999999996
0x190212f985687b98f3411c9e3cb6b9909c2b64e9,11,18000.000000000004
0x196c53b6db71d84d549682677034e6e1d57d2b34,11,48838.99999999999
0x1a7b5e964fe4749a3c68cf029c8b3a54b352fdbd,11,35750
0x1af06113e5465d065ad11b452e125d031ead5936,11,12250
0x1e48e8de4ec0e8289ddbc9f746007d5cd7218022,11,19624.999999999996
0x1f77dfeb0e6fed1ecf0b41d4c81330df6a6fb167,11,41249.99999999999
0x20e44fccfefc2215e8ffa6cd9cbddd6eaafdb999,11,20625.000000000004
0x2346c64e9ff0325cc7aecab079d85481770049cb,11,25999.999999999996
0x2456acc6580f06fe4bcbf137eae59fb6f10cbb6b,11,23999.999999999996
0x251d750f36ccd62a13ab0b58beb14e2dd489c915,11,11500.000000000002
0x25b0e2b2f971c225b19b07994b389a6ea6884b4b,11,10125
0x27620fb79cb07e1c18a22434776a5db4771bef6a,11,18750.000000000004
0x27a1b8641fb3dac77ca3cea7d5c1d20be963f1b7,11,9595.000000000002
0x28515bc3615fe77c0ce30cec97f0eea8e2577667,11,10750
0x29d4a274c3bb550957ef3da1e91a9df12f2e6e54,11,10875
0x2a5b617bcb372e150667c36b26d6ef46f5e2b890,11,20250.000000000007
0x2b2bb61fcf38fb974dfd0312d9416f009102d80e,11,11874.999999999996
0x2bbcb9d26f83d89c5c9881310fdc4989650e1940,11,32240.000000000004
0x2bd557a2d2e48a6b9d6888878f6065953288aa12,11,18125.000000000004
0x2c0ed1bf2988bcddd2b75d6fe3e8605796e64db0,11,10875
0x2c45a940db1f16caa1b6bd73725ea4a3ac6c871b,11,13749.999999999996
0x2d3162890e0a81bb0f4a1f65e8878d20853f6216,11,26375
0x2d3ca5e9254be9aa72164f78d7315232d159a51f,11,10125.000000000004
0x2e99e29781ce886f911ee720d26802e048232c76,11,12875
0x2f90e61efd17978a6475ee08cd9c7072c9ed2838,11,75136.21472311906
0x3099c90439c8fff58ef3e2469e09c262b3e87242,11,9875
0x30a8135b00aabd6e48a1c4ee71046ff887a8c081,11,21375.000000000004
0x320b445233a211c8bbaf0d43c89d3f145513d943,11,12124.999999999998
0x32b87da27ddd4095c02b7c5092d58ddce07b29fc,11,19625
0x347aef2e5b79946111f8af2309a09262e63f3e6c,11,9300.000000000002
0x347baa58a317af562605fafa3f62a46a144c2f81,11,16249.999999999998
0x34af74b563ef06d02c85f890921f3d3a1abefae0,11,12623.999999999998
0x34e9c28717c0e8a222cb1ae31bab8f2c0e23c9ce,11,18125
0x351c0381d2a6a97d9c7c5090ea5451c83c06b6de,11,7374.999999999999
0x35a93fcbb58a4932aef0413e50de3dbdb3054209,11,14574.999999999998
0x36cfeb6ff30506c8d45f87ed342da5bdcad35e04,11,18624.999999999996
0x38251fcc4fa0bc249d63e0606d66b3022821bba8,11,31750
0x39a53288e228acb83c915d034d47cd243b7fac37,11,21250
0x39cccd16023d1a6bcd9d79a1f6a9d516bfa2b518,11,15499.999999999996
0x3babc1fad9ee431f1bb35c4483d5ecc43730cece,11,9625.000000000002
0x3da5dfab86ccad305ef29a8c42ac842ab641928f,11,14400.000000000004
0x3f6e1e6e66fb7b46bf827cf01613091e3364a4be,11,23024.999999999996
0x3fe41e1d9d9eda7fd2ef18393d1b3ec8379a8e49,11,28000
0x405273ba0402e7221f8c53cb011971b3646b857a,11,16625
0x417f2b218ea3545dcb6925122d94509bfc4d36af,11,17240.000000000004
0x424458c594eb5319705aa6f40cbd0ceca996fde0,11,23374.999999999996
0x428080943b8b1d80d23ff7b679d3df4f09cda862,11,26250
0x42d3107dbc1139898af2bf3d0779abd9c0766f82,11,27222.699999999997
0x44139528b4da3987acc72b0cd40bf6863a7609e4,11,12125
0x44f1892d384b7e143d49043a6779b4ef699e4c01,11,31250
0x45401810f6fa8df34be7a5985746d229d6c1ab1d,11,27750.000000000004
0x45914dd3e40b4da6f512eb5d79f9c6ec709743f1,11,17374.999999999996
0x45b8674c04c2e6c6bb3bed6b8f53c607aa515c22,11,27750
0x47b81b1c8d93676670913c684b4ded5266d4cd2b,11,12114
0x4ae78ebf4875a964b382ca8365aeb375eb389ae3,11,14999.999999999998
0x4b11dd7b8ab58c1a5b2d992d52342a973c294987,11,9875.000000000002
0x4cbff70f08e3937d1b5ee6e01866990f4c49ad0f,11,7960.858288573932
0x4cefaf30befd53c9efb72279effb3ad2139d2c52,11,13875.000000000002
0x4de0a80317f7981f4e1f54886228ff945c3db86f,11,17875
0x4ebc30dd09986c00e31c03bbe9cc179e70d9aff9,11,25124.999999999996
0x4ec655756e722c3f67c891d9a4c8c70146457359,11,10990
0x52fbdfcaae88dec751ee4ecd8d942d2eb6821392,11,35500.00000000001
0x530b53ac69cc7eb0fadcc59a8e3e32d25645bffc,11,6874.999999999998
0x5369a20d70ed012d0891e79f776272184a8b4fd5,11,21750
0x5383464acdb04186dd1f30225f64b23d9522fb32,11,7114.999999999998
0x54fe014a1fb506ff3a00d863e6522f24e6edba47,11,25541
0x55ae57ef45e2be1011927761d760ee3ec53fe188,11,12400
0x5628e4429c67dc7f3cd21e73476cd9259886b29f,11,12124.999999999998
0x570d0502bb38c4c5a3730e52b42211812d1396b3,11,20253
0x57ee8e631e6961978b1364d750fcb55f6ebc8e69,11,12875
0x580e05cd969ef17ee123758a768a53f8bcfa030a,11,10190
0x584d3d71af6ea31817d1224748729d7cc89f602b,11,38374.99999999999
0x587d6e32a4b55f63c7ad528c33fe8d7fcbec2df4,11,6874.999999999998
0x594a839beb49986ff8e4b321c7e29ee8813c6fd5,11,12125
0x59bf57bfe7eb9cf511c994e5ab7af2e2d349206f,11,9363.999999999998
0x5b0f7b438fd119660cd74d1f4707328579207677,11,16125
0x5beccdbfe590a3b9bda03eb85e40b8b2f7d1df31,11,12374.999999999998
0x5e365122b48740deb82a8f34f0ca8bdd8ddb8ffa,11,11374.999999999998
0x5ed405f6a2e9cd032b825f6fbb0365bc7a663603,11,9375
0x5fdf369f78f5cdb159ac3d3da49197c9bc1ee36b,11,14999.999999999998
0x609e1bc2e2ae48f2b7bfe07d244158b30f539d78,11,17275
0x61cf35a00f3ede18ca1e4e5226c19c014d808aa2,11,12355.000000000002
0x629f1e2940f2a7e8c2a8a8af527e7186f80833da,11,21375.000000000004
0x62c294eea6d233dc18e90287335593ea4381669e,11,16375
0x62ca1e32399b3df5e4d91e7ae96cfc2af3a7d6ae,11,13875
0x63264d87834df5b9e523429e10693f2fb20e6e9e,11,17100.014703756202
0x635e4bc62a4a418732441e489d318c601c8413e0,11,11124.999999999998
0x63a43a24de2ce6b1bfed393f6fad714b172a977e,11,9625.000000000002
0x6652f4bb13fc39891fb3e6a424b80764616b7d06,11,24749.999999999993
0x665c71edb5c10d2c12d283820893a31badae0d5e,11,11124.999999999998
0xd1e40a84881ab8e5234356be96f2c538314f1355,11,8374.999999999998
0xd2078a50b6d88c965dabcefe274c389c9c501223,11,16375
0xd3a67ddaa2ec3f180bbb5fd30d8acfe20dd62c4a,11,10625.000000000002
0xd3c4cda598f82c4cca6ccc904469f3d329244036,11,11250
0xd3f9d846bab79bb83c332af0c1e4cb0273154017,11,20649.999999999996
0xd4dd221970bc037c21541698f04f18be25ecab08,11,7374.999999999999
0xd550f576eba6911c27b578c886701688133d5708,11,7749.999999999998
0xd591acf105d60f39ee065565d5ae430a0e739855,11,22275
0xd5a8be29d77296babc191a82755e33a8bdd401a1,11,27875
0xd699d01d60d84561d93601bc47134e573edaa06a,11,29750
0xd6a7cb131472a26dcc729e370732aae4521da5dc,11,28750
0xd7bfda39d8cea7cbe4eb6a363ad3f40d3c5045b0,11,23625
0xda25824ee511fd8cbfce7dc8b316820418a34a10,11,9125
0xda50709fe9fe7c61c4edc5435750b2611d470718,11,14749.999999999998
0xdb78331e0c041a8180332497c864465808a649f4,11,16624.999999999996
0xdbb2481bba6a9e03b7b5e125dd8d9f471f83f44f,11,14749.999999999996
0xdc10b6a450e35317fca83c816d9ed1fe94e654ba,11,8524.999999999998
0xdc5f845d847b9c0f0d0e4975cf4de7312aed49e4,11,8625
0xdc8c07f0ccca29a7f74acbe9263f94e3e798070c,11,12124.999999999998
0xdd554a8c80516354562b2a7eca23cbab5527ffd4,11,15374.999999999996
0xde58a264aca85f8d7708e2a039d8c70324f717a1,11,36389.99999999999
0xded864346dd3fad5e90881c56f442c39787c7a84,11,14000.000000000002
0xdf477d158ee1607894ce0a9e7c8b901fb00fa61e,11,21750.000000000004
0xe08a2644ada38c47ddd4fdbe078134c879866e3c,11,18012.45452990583
0xe0aa182262dda719a6ece3f0e688595635fe2697,11,8850.000000000002
0xe1cd3d7e80e754feede599a9a169866297e622fd,11,35750
0xe1d1e9801b01d6b2366da6cf95cc67a2fd6a9f04,11,13999.999999999998
0xe1de68c040e7df9b2897e4fa75c03722fa5b120d,11,6874.999999999998
0xe3b6403de20e1098f23b7257bbebc9853583ff2e,11,21375.000000000004
0xe4447010959ce5657946a4d3473adce68027e8c1,11,13749.999999999998
0xe468822c6619fc47a9ccdd3239b616e2300d2fb3,11,27000.000000000004
0xe73e0a59c5789fd4ffc73ccc7fd61cdb4738639e,11,25500
0xe868be65c50b61e81a3fc5cb5a7916090b05eb2a,11,17500
0xebdae18b48bba4722f0a277fd412e59e6e4227d2,11,13124.999999999996
0xebfb4d9d29312a54f2f7eb7292a2c9fed30d408c,11,8499.999999999998
0xec73cd841716e512a6c1ae080b46981278247297,11,9125
0xecad8d180532a94586ace3bf5de36ab23403e564,11,13520.000000000004
0xee48ccb0572628a25989b73f5e5036d2d4d36cfb,11,96000
0xef7757fa717fc142819a970ef0944776731e656c,11,15495.999999999998
0xef9f8e6c1979b7e9196956244cc5cc4a252dd80c,11,18930
0xf01606bc29ba1290ce201e3a925932ed78c75ae8,11,19874.999999999996
0xf1709aa7bdba11df3f8c04a84a83e2bad25a7d05,11,24749.999999999996
0xf21a218409948ae2fec8d873ba0e070ae31a8347,11,23024.999999999996
0xf43c0df9837f018a2a23fdef338a62541f5ffd26,11,11124.999999999998
0xf4ac7e258d120725c8366e2a21f86a87e31ca851,11,19000.000000000004
0xf4deb141eef7ce1be166573f346d14d7325762f9,11,25147.5
0xf5a00e1b25c0611123854f284dbecfee766c8924,11,9613.999999999998
0xf61f748369a9ac46e0a372bd7502fc0ed3a85f6a,11,19624.999999999996
0xf7b260b1e330acb2d277aa47a2f3c7f91b26bb84,11,17250
0xf9a3162b472f4afbeb3aa34df123c5d1babb30f7,11,18500
0xfa466fbe080d66d4e3bf98cbab2dd9b2468060b0,11,7499.999999999999
0xfb37439a9c937cb5bec51165e6555572585ab9da,11,27750.000000000004
0xfc6ac3d182d1c3adfe51b73dba75029077a2c9a7,11,21250
0xfd6c5da4cc3ec262a193b7763a94fc26f46215c7,11,12874.999999999996
0xfe876e382870b4e4b9ffe67363ccafafde865f51,11,28249.99999999999
0xd0be6f16545ecfc6ff719116d358e02ee1d70d91,10,16874.999999999996
0xd14513903feddc3a628c5bc9531b686e4459b82f,10,18499.999999999996
0xd16455422f065bcd7b9c868ae3f91b075a971fc1,10,48499.99999999999
0xd172a64cb099d5750d86dfa00eeda4c692cd4106,10,8999.999999999998
0xd1daa2dc8baa71f41c14ae7a10a4720599866666,10,7825
0xd246709d5d55dcaa8ce20eb1cf4fcc397a2d9de9,10,12375.000000000002
0xd3aea15f56a6e825b95d9b6dbb4a596168f5ffaf,10,6249.999999999998
0xd42d40a9a0ad1735efdef6616788f9196b00b224,10,37239.99999999999
0xd47995c8ab737b69b3cc4a5d7d17dedc805c6c27,10,9595
0xd4c7b6489d33e35061c835c4f00c067d2b2785dc,10,18500.000000000004
0xd4d7d76c3929b522b31eeb85d727465f2cc1bef6,10,15000.000000000002
0xd4e8a99ee2a9df5d2efba86d115c118ce2e27612,10,10499.999999999998
0xd65260143ecc10fd8fcbe964d875685e3b00806d,10,9250
0xd6a91c9edc4d0d74f5b199b424b2629a1cf43086,10,6249.999999999998
0xd76d718cab912471a956bfe9f3c70937756f128a,10,13125
0xd815a5daf416f538bc25bbadb72610d66d7f9183,10,16250
0xdb236f1b5a19b84f114e27a7c308e14406f8c340,10,30750.000000000004
0xdb7f3faacc027ef174c44c2e3fe8f50b52db857f,10,22099.999999999996
0xdd66b46910918b2f442d6b75c6e55631ad678c99,10,9499.999999999998
0xddb12126f5439c9dad7ef46bb36923328659a691,10,17690
0xddc6ff36516d1eaa817c3740a27b6ec50f77c663,10,9500.000000000002
0xdde2dc5aa5bfc4c481082f8936c8129768d09731,10,8750.000000000002
0xde26748ea04bdc0c2cac8338b1542b0a14f1e9b9,10,6249.999999999998
0xdef478819eea8d5f556e0630ce6f7e0040331ffc,10,13749.999999999996
0xdf3010966331019a0cf29428904af5af64d980e2,10,15000.000000000002
0xdf4bee40ff896a7dc365ffa377710482da37d1dd,10,11749.999999999998
0xdfc66e236e922b5fe4fd77c9a9b3436dd04c2410,10,6249.999999999998
0xdff7578426fb3d5488a9720f7f1554775d4e99a7,10,19625
0xe00989f26afbf8f4137fea0e9cb8724df27ff48b,10,15499.999999999998
0xe0604500e309371adbc33ee4fbd2af8f9db48b85,10,8500.000000000002
0xe192cb955cf01367eb4caff4d74e429653c9e758,10,11000
0xe1cf36f2e1bdf081e605878dcefe54b14a8c5d11,10,20025.000000000004
0xe1f28719bf3048d703ed23edd32334bb039f02e9,10,22250
0xe26e15cd62caeb696288f73a10296d1257c7711d,10,10499.999999999998
0xe2fdced9552f4c158a0fa585ec7f94ebd626b1e7,10,11250
0xe3711f987f9ce7b82b025def7684828f6f10dc6d,10,25500
0xe38012ab7742a9c4a9e30adf50d462f7424f0c3f,10,6749.999999999999
0xe3939654deae5f54fd3e6b84b3a7f75f245062d8,10,17250
0xe3947608e6ecd4eab132e1867c2e50a47f760f97,10,11000
0xe3dcec790850b00681a80645d33bf7e81685cff7,10,14999.999999999996
0xe4abf069ebb094e40119851ebe882db38911a0ad,10,10499.999999999998
0xe4ba06bd3f30119624ceeaccdf622c20cca9cd9f,10,17500.000000000004
0xe537934495b4d65a0c12c15da8100b1ea51b88f6,10,7250.000000000001
0xe57b73a989629c35d253a5759349186cd16c5e3e,10,20500.000000000004
0xe5a81738dcb83cbc73440f331659f362294bb7f1,10,70750
0xe646b1f0800580290586384c81685144c2962f0c,10,15000.000000000002
0xe67d17d2ce438a57b089b107de6b7777445ea8b5,10,26200.000000000004
0xe79b93239be6bd40668d2456a8b552f7a507a5a4,10,17500.000000000004
0xe7e278f1180ab35c9404aa04da919ffb4de171d7,10,18999.999999999996
0xe7f9faeda6c32e4c6d97ecb3de9a6a14b93c1f30,10,10050
0xe8f1b2a9b5d94f451a175ecae57aca56936ed897,10,21000.000000000004
0xe94d1cca0ab99747315d42ce3d4bd4819e0e4ab0,10,53000
0xe994e1a54cc15cca6dba8a1ec6f09d9a154ffe99,10,9875
0xea4b93a998d664ccf005e7b5ae99043b90c3532d,10,29290
0xeac857ac8a94044980d2c4360f1f724ca852afb6,10,16500.000000000004
0xeadfe118338c17fc14ad5c3f7270967ab3c2c39c,10,44000
0xece06dfa8a47859319636bb0fce8af89f5057314,10,6249.999999999998
0xed8efbcfd58300e9ba52c6996e6c20edca5aebae,10,9235.3825
0xee107df23888860a0ff6bfa58059a7f791ebf991,10,6249.999999999998
0xee54fc2a747da81047b164aefa51e6834ea94eae,10,7000
0xee89889559d0e9bdc3bdc2e9e8c4255195047580,10,43799.99999999999
0xef677b24c31b95eb765a2c8cf72eef2f077f411a,10,23239
0xefa4c696ea2505ec038c9ddc849b1bf817d7f69d,10,12794.956298823126
0xefd4ede54668a3767c22827ff8fe643b57fa5733,10,6749.999999999998
0xf02871fd2565a32cea9a1e02d1d343e3ee66fa1b,10,18439.999999999996
0xf166e80f11e053da2e984b12b15b78ba850e0d0e,10,9500.000000000002
0xf26d8ef0134256ca5b67d7a464e06326a39597d7,10,9750
0xf30b8a388ff684d6b7ddfb9b01f41c701eff20ad,10,21374.999999999996
0xf45ca3207709f92897be6cfd142b447dff310632,10,15250
0xf462319e50360e92b4193bf79b974bee15322aeb,10,9375
0xf4a040dc7a56169a322fa366e71433fdd80bd37d,10,15374.999999999998
0xf5c165fb4f8320e53d6cd273702758caa6198189,10,8500.000000000002
0xf5fc2ebb61dcce5cb76bd34d16aeef888d43b919,10,15749.999999999998
0xf6431667fcae537121ca481f3d158d02b7c2d453,10,33300
0xf6b5c48b33079cd57847881acb55fe00bce44ea3,10,17500.000000000004
0xf77b5a42ea0fe2767689b3e2034590c147992f89,10,12499.999999999996
0xf77cf86ded96a14321883a2fa7d9cd9ed82b91d7,10,12499.999999999996
0xf8627e7719a34eab048f1770914a804aeadbcb8b,10,17500.000000000004
0xf8bcbf193c02ff46912b58464a9192d8b53297d3,10,10499.999999999998
0xf8edff367b9b9dd7752184d031d6cc547569cc02,10,26152.796911036625
0xf97c1ebae45f5ea7855b4df7b137727fb0ae2101,10,8000
0xfaea3e25814e267681d4575cb61680d5cbccbe01,10,14250
0xfbdb14a9382b0a2da8dc0bca1d22e56847ea4f8a,10,105250
0xfc41f50cbc3509b4178a4636e3497bc16ebfac45,10,12124.999999999998
